CNAE;RAT;FPAS;Descrição da atividade
122049;3,00%;507;Fabricação de outros produtos do fumo - indústr ia
131110;2,00%;507;Fiação de fibras de algodão - indústria
131200;2,00%;507;Fiação de fibras têxteis naturais - indústria
582120;1,00%;507;Impressão de livros
582210;1,00%;507;Impressão de jornais
582390;1,00%;507;Impressão de revistas
582980;1,00%;507;Impressão de cadastros, listas e outros produto s gráficos
105110;2,00%;531;Preparação do leite - indústria rudimentar
105200;2,00%;531;Fabricação de laticínios - indústria rudimentar
106190;2,00%;531;Beneficiamento de arroz - indústria rudimentar
106270;2,00%;531;Moagem de trigo - indústria rudimentar
106430;2,00%;531;Beneficiamento do milho - indústria rudimentar
107240;3,00%;531;Fabricação de açúcar de cana - indústria rudime ntar
108130;2,00%;531;Beneficiamento de café - indústria rudimentar
109960;2,00%;531;Beneficiamento de chá, mate, etc. - indústria r udimentar
131110;2,00%;531;Preparação de fibras de algodão - indústria rud imentar
131200;2,00%;531;Preparação de fibras têxteis naturais - indústr ia rudimentar
642470;1,00%;787;Cooperativas centrais de crédito
642470;1,00%;787;Cooperativas de crédito mútuo
642470;1,00%;787;Cooperativas de crédito rural
105110;2,00%;825;Preparação do leite - agroindústria (rudimentar )
105200;2,00%;825;Fabricação de laticínios - agroindústria (rudim entar)
106190;2,00%;825;Beneficiamento de arroz - agroindústria (rudime ntar)
106270;2,00%;825;Moagem de trigo - agroindústria (rudimentar)
106430;2,00%;825;Beneficiamento do milho - agroindústria (rudime ntar)
107240;3,00%;825;Fabricação de açúcar de cana - agroindústria (r udimentar)
108130;2,00%;825;Beneficiamento de café - agroindústria (rudimen tar)
109960;2,00%;825;Beneficiamento de chá, mate, etc. - agroindústr ia (rudimentar)
131110;2,00%;825;Preparação de fibras de algodão - agroindústria  (rudimentar)
131200;2,00%;825;Preparação de fibras têxteis naturais - agroind ústria (rudimentar)
106270;2,00%;833;Fabricação de derivados do trigo - agroindústri a
106350;2,00%;833;Fabricação de farinha de mandioca e derivados -  agroindústria
106430;2,00%;833;Fabricação de farinha de milho e derivados - ag roindustria
106510;2,00%;833;Fabricação de amidos e féculas de vegetais - ag roindústria
106510;2,00%;833;Fabricação de óleo de milho (bruto) - agroindús tria
106510;2,00%;833;Fabricação de óleo de milho refinado - agroindu stria
106940;2,00%;833;Moagem e fabricação de outros produtos de orige m vegetal - agroindústria
107160;3,00%;833;Fabricação de açúcar - agroindústria
107240;3,00%;833;Fabricação de açúcar de cereais (dextrose) e de  beterraba - agroindústria
108130;2,00%;833;Torrefação e moagem de café - agroindústria
111270;2,00%;833;Fabricação de vinho - agroindústria
122049;3,00%;833;Fabricação de outros produtos do fumo - agroind ústria
131110;2,00%;833;Fiação de fibras de algodão - agroindústria
131200;2,00%;833;Fiação de fibras têxteis naturais - agroindústr ia
